,0
0,0.08327100265000023
1,0.08327100265000023
2,0.39974036350000025
3,0.39974036350000025
4,0.6995328574000004
5,0.39974036350000025
6,0.08327100265000023
7,0.3830634965500002
8,0.3830634965500002
9,0.3830109932500002
10,0.3830109932500002
11,0.3830109932500002
12,0.08327100265000023
13,0.08327100265000023
14,0.08327100265000023
15,0.08327100265000023
16,0.39974036350000025
17,0.39974036350000025
18,0.39974036350000025
19,0.6995328574000004
20,0.08327100265000023
21,0.39974036350000025
22,0.6995328574000004
23,0.6995328574000004
24,0.6995328574000004
25,0.6995328574000004
26,0.39974036350000025
27,0.6995328574000004
28,0.39974036350000025
29,0.39974036350000025
30,0.39974036350000025
31,0.39974036350000025
32,0.39974036350000025
33,0.39974036350000025
34,0.39974036350000025
35,0.6995328574000004
36,0.6995328574000004
37,0.39974036350000025
38,0.39974036350000025
39,0.39974036350000025
40,0.6995328574000004
41,0.6995328574000004
42,0.39974036350000025
43,0.39974036350000025
44,0.6995328574000004
45,0.6995328574000004
46,0.39974036350000025
47,0.6995328574000004
48,0.39974036350000025
49,0.39974036350000025
50,0.39974036350000025
51,0.39974036350000025
52,0.6995328574000004
53,0.6995328574000004
54,0.6995328574000004
55,0.39974036350000025
56,0.39974036350000025
57,0.39974036350000025
58,0.39974036350000025
59,0.39974036350000025
60,0.39974036350000025
61,0.39974036350000025
62,0.39974036350000025
63,0.39974036350000025
64,0.39974036350000025
65,0.39974036350000025
66,0.39974036350000025
67,0.6995328574000004
68,0.39974036350000025
69,0.39974036350000025
70,0.39974036350000025
71,0.39974036350000025
72,0.39974036350000025
73,0.39974036350000025
74,0.6995328574000004
75,0.39974036350000025
76,0.39974036350000025
77,0.39974036350000025
78,0.39974036350000025
79,0.39974036350000025
80,0.39974036350000025
81,0.39974036350000025
82,0.6995328574000004
83,0.39974036350000025
84,0.39974036350000025
85,0.39974036350000025
86,0.39974036350000025
87,0.39974036350000025
88,0.39974036350000025
89,0.39974036350000025
90,0.39974036350000025
91,0.39974036350000025
92,0.6995328574000004
93,0.39974036350000025
94,0.39974036350000025
95,0.39974036350000025
96,0.39974036350000025
97,0.39974036350000025
98,0.6995328574000004
99,0.39974036350000025
100,0.6995328574000004
101,0.39974036350000025
102,0.39974036350000025
103,0.39974036350000025
104,0.39974036350000025
105,0.6995328574000004
106,0.6995328574000004
107,0.39974036350000025
108,0.39974036350000025
109,0.6995328574000004
110,0.39974036350000025
111,0.6995328574000004
112,0.39974036350000025
113,0.39974036350000025
114,0.39974036350000025
115,0.39974036350000025
116,0.39974036350000025
117,0.39974036350000025
118,0.39974036350000025
119,0.39974036350000025
120,0.39974036350000025
121,0.39974036350000025
122,0.39974036350000025
123,0.6995328574000004
124,0.39974036350000025
125,0.39974036350000025
126,0.39974036350000025
127,0.39974036350000025
128,0.39974036350000025
129,0.6995328574000004
130,0.39974036350000025
131,0.39974036350000025
132,0.39974036350000025
133,0.39974036350000025
134,0.39974036350000025
135,0.39974036350000025
136,0.6995328574000004
137,0.6995328574000004
138,0.39974036350000025
139,0.39974036350000025
140,0.39974036350000025
141,0.39974036350000025
142,0.39974036350000025
143,0.39974036350000025
144,0.39974036350000025
145,0.6995328574000004
146,0.39974036350000025
147,0.39974036350000025
148,0.39974036350000025
149,0.6995328574000004
150,0.39974036350000025
151,0.6995328574000004
152,0.08327100265000023
153,0.08327100265000023
154,0.08327100265000023
155,0.3830634965500002
156,0.3830634965500002
157,0.08327100265000023
158,0.3830634965500002
159,0.6995328574000004
160,0.39974036350000025
161,0.39974036350000025
162,0.39974036350000025
163,0.39974036350000025
164,0.39974036350000025
165,0.39974036350000025
166,0.3830109932500002
167,0.3830109932500002
168,0.3830109932500002
169,0.3830109932500002
170,0.3830109932500002
171,0.6995328574000004
172,0.39974036350000025
173,0.3830634965500002
174,0.08327100265000023
175,0.3830634965500002
176,0.39974036350000025
177,0.6995328574000004
178,0.39974036350000025
179,0.39974036350000025
180,0.39974036350000025
181,0.39974036350000025
182,0.39974036350000025
183,0.39974036350000025
184,0.08327100265000023
185,0.39974036350000025
186,0.39974036350000025
187,0.39974036350000025
188,0.3830109932500002
189,0.3830109932500002
190,0.39974036350000025
191,0.39974036350000025
192,0.6995328574000004
193,0.39974036350000025
194,0.39974036350000025
195,0.6995328574000004
196,0.6994803541000003
197,0.9992728480000004
198,0.39974036350000025
199,0.08327100265000023
200,0.08327100265000023
201,0.08327100265000023
202,0.3830109932500002
203,0.3830109932500002
204,0.3830634965500002
205,0.3830634965500002
206,0.08327100265000023
207,0.08327100265000023
208,0.39974036350000025
209,0.08327100265000023
210,0.08327100265000023
211,0.39974036350000025
212,0.39974036350000025
213,0.39974036350000025
214,0.39974036350000025
215,0.6995328574000004
216,0.39974036350000025
217,0.39974036350000025
218,0.39974036350000025
219,0.39974036350000025
220,0.39974036350000025
221,0.39974036350000025
222,0.39974036350000025
223,0.39974036350000025
224,0.39974036350000025
225,0.39974036350000025
226,0.39974036350000025
227,0.39974036350000025
228,0.39974036350000025
229,0.39974036350000025
230,0.39974036350000025
231,0.6995328574000004
232,0.39974036350000025
233,0.39974036350000025
234,0.39974036350000025
235,0.39974036350000025
236,0.39974036350000025
237,0.39974036350000025
238,0.39974036350000025
239,0.6995328574000004
240,0.39974036350000025
241,0.39974036350000025
242,0.39974036350000025
243,0.39974036350000025
244,0.39974036350000025
245,0.39974036350000025
246,0.6995328574000004
247,0.39974036350000025
248,0.39974036350000025
249,0.6995328574000004
250,0.6995328574000004
251,0.39974036350000025
252,0.6995328574000004
253,0.39974036350000025
254,0.39974036350000025
255,0.39974036350000025
256,0.39974036350000025
257,0.39974036350000025
258,0.39974036350000025
259,0.6995328574000004
260,0.39974036350000025
261,0.39974036350000025
262,0.39974036350000025
263,0.39974036350000025
264,0.39974036350000025
265,0.39974036350000025
266,0.39974036350000025
267,0.39974036350000025
268,0.39974036350000025
269,0.39974036350000025
270,0.39974036350000025
271,0.6995328574000004
272,0.08327100265000023
273,0.08327100265000023
274,0.3830634965500002
275,0.08327100265000023
276,0.08327100265000023
277,0.39974036350000025
278,0.39974036350000025
279,0.39974036350000025
280,0.39974036350000025
281,0.08327100265000023
282,0.08327100265000023
283,0.39974036350000025
284,0.39974036350000025
285,0.3830634965500002
286,0.3830109932500002
287,0.3830109932500002
288,0.08327100265000023
289,0.3830634965500002
290,0.08327100265000023
291,0.08327100265000023
292,0.08327100265000023
293,0.39974036350000025
294,0.6995328574000004
295,0.08327100265000023
296,0.08327100265000023
297,0.08327100265000023
298,0.3830109932500002
299,0.3830109932500002
300,0.3830109932500002
301,0.3830109932500002
302,0.6828034871500002
303,0.3830109932500002
304,0.3830109932500002
305,0.6828034871500002
306,0.3830109932500002
307,0.3830109932500002
308,0.3830109932500002
309,0.3830109932500002
310,0.3830109932500002
311,0.6828034871500002
312,0.3830109932500002
313,0.3830109932500002
314,0.3830109932500002
315,0.3830109932500002
316,0.3830109932500002
317,0.3830109932500002
318,0.3830109932500002
319,0.3830109932500002
320,0.6828034871500002
321,0.3830109932500002
322,0.3830109932500002
323,0.6828034871500002
324,0.6828034871500002
325,0.3830109932500002
326,0.3830109932500002
327,0.3830109932500002
328,0.3830109932500002
329,0.3830109932500002
330,0.3830109932500002
331,0.6828034871500002
332,0.3830109932500002
333,0.3830109932500002
334,0.3830109932500002
335,0.3830109932500002
336,0.3830109932500002
337,0.3830109932500002
338,0.6828034871500002
339,0.3830109932500002
340,0.3830109932500002
341,0.3830109932500002
342,0.6828034871500002
343,0.3830109932500002
344,0.3830109932500002
345,0.3830109932500002
346,0.3830109932500002
347,0.3830109932500002
348,0.3830109932500002
349,0.3830109932500002
350,0.3830109932500002
351,0.3830109932500002
352,0.3830109932500002
353,0.6828034871500002
354,0.3830109932500002
355,0.3830109932500002
356,0.3830109932500002
357,0.3830109932500002
358,0.6828034871500002
359,0.3830109932500002
360,0.3830109932500002
361,0.3830109932500002
362,0.6828034871500002
363,0.6828034871500002
364,0.3830109932500002
365,0.3830109932500002
366,0.3830109932500002
367,0.3830109932500002
368,0.3830109932500002
369,0.3830109932500002
370,0.6828034871500002
371,0.3830109932500002
372,0.3830109932500002
373,0.6828034871500002
374,0.3830109932500002
375,0.3830109932500002
376,0.3830109932500002
377,0.3830109932500002
378,0.3830109932500002
379,0.3830109932500002
380,0.6828034871500002
381,0.3830109932500002
382,0.3830109932500002
383,0.6828034871500002
384,0.3830109932500002
385,0.3830109932500002
386,0.3830109932500002
387,0.3830109932500002
388,0.3830109932500002
389,0.3830109932500002
390,0.3830109932500002
391,0.3830109932500002
392,0.6828034871500002
393,0.3830109932500002
394,0.3830109932500002
395,0.6828034871500002
396,0.3830109932500002
397,0.3830109932500002
398,0.3830109932500002
399,0.6828034871500002
400,0.08327100265000023
401,0.39974036350000025
402,0.39974036350000025
403,0.39974036350000025
404,0.39974036350000025
405,0.3830634965500002
406,0.08327100265000023
407,0.39974036350000025
408,0.08327100265000023
409,0.39974036350000025
410,0.39974036350000025
411,0.39974036350000025
412,0.39974036350000025
413,0.6995328574000004
414,0.39974036350000025
415,0.39974036350000025
416,0.6995328574000004
417,0.6995328574000004
418,0.39974036350000025
419,0.39974036350000025
420,0.6995328574000004
421,0.39974036350000025
422,0.6995328574000004
423,0.39974036350000025
424,0.39974036350000025
425,0.39974036350000025
426,0.39974036350000025
427,0.39974036350000025
428,0.39974036350000025
429,0.39974036350000025
430,0.6995328574000004
431,0.6995328574000004
432,0.39974036350000025
433,0.6995328574000004
434,0.39974036350000025
435,0.39974036350000025
436,0.6995328574000004
437,0.6995328574000004
438,0.39974036350000025
439,0.39974036350000025
440,0.39974036350000025
441,0.39974036350000025
442,0.39974036350000025
443,0.6995328574000004
444,0.39974036350000025
445,0.39974036350000025
446,0.39974036350000025
447,0.39974036350000025
448,0.39974036350000025
449,0.6995328574000004
450,0.39974036350000025
451,0.39974036350000025
452,0.6995328574000004
453,0.6995328574000004
454,0.39974036350000025
455,0.39974036350000025
456,0.39974036350000025
457,0.39974036350000025
458,0.6995328574000004
459,0.6995328574000004
460,0.6995328574000004
461,0.39974036350000025
462,0.39974036350000025
463,0.6995328574000004
464,0.39974036350000025
465,0.6995328574000004
466,0.39974036350000025
467,0.6995328574000004
468,0.39974036350000025
469,0.39974036350000025
470,0.39974036350000025
471,0.39974036350000025
472,0.39974036350000025
473,0.39974036350000025
474,0.39974036350000025
475,0.39974036350000025
476,0.6995328574000004
477,0.39974036350000025
478,0.6995328574000004
479,0.39974036350000025
480,0.39974036350000025
481,0.39974036350000025
482,0.6995328574000004
483,0.6995328574000004
484,0.39974036350000025
485,0.39974036350000025
486,0.6995328574000004
487,0.6995328574000004
488,0.6995328574000004
489,0.39974036350000025
